,major_group_id,major_group_name
3203,42,accountancy
3204,3,Others
3205,3,Others
3206,95,major
3207,0,Others
3208,3,Others
3209,23,Others
3210,120,medium
3211,72,Others
3212,84,physical
3213,75,administration
3214,68,sociology
3215,57,exercise
3216,32,child
3217,57,exercise
3218,48,political
3219,114,agricultural
3220,112,politics
3221,33,information technology
3222,2,environmental
3223,103,communication
3224,46,international
3225,61,information
3226,9,biology
3227,78,study
3228,46,international
3229,40,pre
3230,14,economics
3231,3,Others
3232,0,Others
3233,21,education
3234,21,education
3235,134,technology
3236,29,management
3237,77,science
3238,1,social
3239,85,history
3240,101,general
3241,117,health
3242,3,Others
3243,144,english writing
3244,111,natural
3245,96,design
3246,48,political
3247,12,music
3248,61,information
3249,59,undeclared
3250,3,Others
3251,119,art
3252,27,theatre
3253,16,Others
3254,54,electrical
3255,8,business
3256,110,mba
3257,140,analytics
3258,43,physic
3259,131,educ
3260,48,political
3261,44,resource
3262,134,technology
3263,86,Others
3264,87,computer
3265,48,political
3266,78,study
3267,12,music
3268,8,business
3269,45,anthropology
3270,121,info
3271,12,music
3272,21,education
3273,23,Others
3274,99,chemical
3275,48,political
3276,50,engineering
3277,59,undeclared
3278,35,journalism
3279,14,economics
3280,3,Others
3281,138,care
3282,30,disorder
3283,93,Others
3284,3,Others
3285,29,management
3286,31,cultural
3287,27,theatre
3288,4,and
3289,3,Others
3290,94,relation
3291,71,Others
3292,12,music
3293,78,study
3294,94,relation
3295,61,information
3296,30,disorder
3297,109,entrepreneurship
3298,73,childhood
3299,138,care
3300,3,Others
3301,2,environmental
3302,135,english
3303,122,sport
3304,23,Others
3305,9,biology
3306,3,Others
3307,41,public
3308,98,nutrition
3309,53,nursing
3310,92,society
3311,53,nursing
3312,20,ed
3313,57,exercise
3314,29,management
3315,55,medical
3316,51,biochemistry
3317,3,Others
3318,72,Others
3319,107,adm
3320,3,Others
3321,68,sociology
3322,3,Others
3323,32,child
3324,93,Others
3325,119,art
3326,133,special
3327,38,leadership
3328,38,leadership
3329,8,business
3330,71,Others
3331,77,science
3332,73,childhood
3333,50,engineering
3334,113,industrial
3335,3,Others
3336,3,Others
3337,149,ministry
3338,40,pre
3339,40,pre
3340,122,sport
3341,118,family
3342,17,major
3343,3,Others
3344,48,political
3345,122,sport
3346,106,Others
3347,148,marketing
3348,109,entrepreneurship
3349,39,supply
3350,66,interdisciplinary
3351,147,admin
3352,37,counseling
3353,29,management
3354,67,writing
3355,145,business finance
3356,57,exercise
3357,96,design
3358,141,bus
3359,130,accounting
3360,111,natural
3361,145,business finance
3362,55,medical
3363,134,technology
3364,117,health
3365,106,Others
3366,23,Others
3367,102,policy
3368,67,writing
3369,50,engineering
3370,98,nutrition
3371,115,mathematics
3372,136,biological
3373,136,biological
3374,74,statistic
3375,21,education
3376,36,planning
3377,138,care
3378,71,Others
3379,117,health
3380,110,mba
3381,98,nutrition
3382,46,international
3383,120,medium
3384,23,Others
3385,122,sport
3386,34,art history
3387,92,society
3388,96,design
3389,116,wildlife
3390,78,study
3391,50,engineering
3392,138,care
3393,35,journalism
3394,117,health
3395,135,english
3396,14,economics
3397,92,society
3398,79,Others
3399,59,undeclared
3400,102,policy
3401,147,admin
3402,91,geography
3403,3,Others
3404,145,business finance
3405,116,wildlife
3406,89,intended
3407,59,undeclared
3408,101,general
3409,3,Others
3410,117,health
3411,3,Others
3412,103,communication
3413,37,counseling
3414,88,student
3415,44,resource
3416,107,adm
3417,3,Others
3418,50,engineering
3419,52,mechanical
3420,147,admin
3421,3,Others
3422,147,admin
3423,59,undeclared
3424,110,mba
3425,50,engineering
3426,3,Others
3427,70,finance
3428,28,psychology
3429,52,mechanical
3430,3,Others
3431,57,exercise
3432,14,economics
3433,134,technology
3434,59,undeclared
3435,66,interdisciplinary
3436,8,business
3437,40,pre
3438,29,management
3439,3,Others
3440,77,science
3441,103,communication
3442,83,philosophy
3443,131,educ
3444,57,exercise
3445,28,psychology
3446,23,Others
3447,148,marketing
3448,79,Others
3449,8,business
3450,102,policy
3451,116,wildlife
3452,30,disorder
3453,3,Others
3454,53,nursing
3455,8,business
3456,101,general
3457,8,business
3458,113,industrial
3459,29,management
3460,3,Others
3461,3,Others
3462,56,master
3463,117,health
3464,86,Others
3465,114,agricultural
3466,146,biol
3467,68,sociology
3468,76,comm
3469,3,Others
3470,61,information
3471,76,comm
3472,44,resource
3473,77,science
3474,56,master
3475,8,business
3476,29,management
3477,93,Others
3478,100,development
3479,103,communication
3480,56,master
3481,135,english
3482,52,mechanical
3483,81,mass
3484,14,economics
3485,117,health
3486,40,pre
3487,52,mechanical
3488,78,study
3489,132,professional
3490,40,pre
3491,1,social
3492,38,leadership
3493,84,physical
3494,140,analytics
3495,9,biology
3496,3,Others
3497,75,administration
3498,102,policy
3499,98,nutrition
3500,117,health
3501,72,Others
3502,118,family
3503,8,business
3504,101,general
3505,119,art
3506,117,health
3507,6,fashion
3508,3,Others
3509,42,accountancy
3510,101,general
3511,9,biology
3512,55,medical
3513,87,computer
3514,3,Others
3515,135,english
3516,78,study
3517,84,physical
3518,149,ministry
3519,103,communication
3520,3,Others
3521,56,master
3522,130,accounting
3523,141,bus
3524,101,general
3525,70,finance
3526,138,care
3527,57,exercise
3528,98,nutrition
3529,3,Others
3530,57,exercise
3531,8,business
3532,147,admin
3533,140,analytics
3534,72,Others
3535,50,engineering
3536,103,communication
3537,148,marketing
3538,50,engineering
3539,59,undeclared
3540,40,pre
3541,113,industrial
3542,3,Others
3543,53,nursing
3544,59,undeclared
3545,110,mba
3546,12,music
3547,29,management
3548,7,engr
3549,100,development
3550,19,film
3551,134,technology
3552,0,Others
3553,87,computer
3554,113,industrial
3555,49,construction
3556,97,sustainability
3557,40,pre
3558,3,Others
3559,71,Others
3560,103,communication
3561,120,medium
3562,57,exercise
3563,119,art
3564,39,supply
3565,3,Others
3566,28,psychology
3567,72,Others
3568,70,finance
3569,134,technology
3570,29,management
3571,3,Others
3572,32,child
3573,3,Others
3574,67,writing
3575,19,film
3576,144,english writing
3577,94,relation
3578,78,study
3579,8,business
3580,53,nursing
3581,37,counseling
3582,12,music
3583,16,Others
3584,109,entrepreneurship
3585,137,research
3586,12,music
3587,114,agricultural
3588,87,computer
3589,72,Others
3590,135,english
3591,8,business
3592,78,study
3593,110,mba
3594,122,sport
3595,7,engr
3596,40,pre
3597,10,chemistry
3598,48,political
3599,62,spanish
3600,63,elementary
3601,0,Others
3602,119,art
3603,87,computer
3604,72,Others
3605,66,interdisciplinary
3606,74,statistic
3607,26,graphic
3608,13,computational
3609,146,biol
3610,86,Others
3611,3,Others
3612,52,mechanical
3613,142,cert
3614,71,Others
3615,138,care
3616,20,ed
3617,118,family
3618,9,biology
3619,7,engr
3620,8,business
3621,96,design
3622,109,entrepreneurship
3623,72,Others
3624,53,nursing
3625,73,childhood
3626,41,public
3627,43,physic
3628,48,political
3629,60,accounting business
3630,113,industrial
3631,68,sociology
3632,56,master
3633,65,social work
3634,76,comm
3635,144,english writing
3636,130,accounting
3637,130,accounting
3638,21,education
3639,0,Others
3640,137,research
3641,50,engineering
3642,52,mechanical
3643,96,design
3644,3,Others
3645,3,Others
3646,116,wildlife
3647,45,anthropology
3648,101,general
3649,9,biology
3650,59,undeclared
3651,40,pre
3652,113,industrial
3653,77,science
3654,3,Others
3655,133,special
3656,129,educational
3657,140,analytics
3658,136,biological
3659,29,management
3660,89,intended
3661,44,resource
3662,19,film
3663,65,social work
3664,3,Others
3665,141,bus
3666,41,public
3667,115,mathematics
3668,130,accounting
3669,56,master
3670,28,psychology
3671,3,Others
3672,68,sociology
3673,121,info
3674,52,mechanical
3675,32,child
3676,78,study
3677,58,analysis
3678,53,nursing
3679,53,nursing
3680,111,natural
3681,40,pre
3682,110,mba
3683,65,social work
3684,3,Others
3685,139,biomedical
3686,72,Others
3687,132,professional
3688,147,admin
3689,132,professional
3690,103,communication
3691,72,Others
3692,78,study
3693,37,counseling
3694,149,ministry
3695,84,physical
3696,120,medium
3697,147,admin
3698,139,biomedical
3699,59,undeclared
3700,3,Others
3701,139,biomedical
3702,80,television
3703,61,information
3704,59,undeclared
3705,40,pre
3706,8,business
3707,134,technology
3708,78,study
3709,127,integrated
3710,128,performance
3711,3,Others
3712,140,analytics
3713,54,electrical
3714,144,english writing
3715,28,psychology
3716,3,Others
3717,59,undeclared
3718,21,education
3719,8,business
3720,87,computer
3721,3,Others
3722,61,information
3723,132,professional
3724,3,Others
3725,2,environmental
3726,28,psychology
3727,14,economics
3728,64,law
3729,7,engr
3730,64,law
3731,127,integrated
3732,96,design
3733,50,engineering
3734,78,study
3735,22,emphasis
3736,37,counseling
3737,40,pre
3738,84,physical
3739,77,science
3740,87,computer
3741,53,nursing
3742,81,mass
3743,73,childhood
3744,99,chemical
3745,130,accounting
3746,59,undeclared
3747,119,art
3748,146,biol
3749,12,music
3750,148,marketing
3751,136,biological
3752,52,mechanical
3753,66,interdisciplinary
3754,101,general
3755,3,Others
3756,127,integrated
3757,3,Others
3758,48,political
3759,8,business
3760,127,integrated
3761,7,engr
3762,3,Others
3763,126,human
3764,101,general
3765,25,learning
3766,86,Others
3767,3,Others
3768,3,Others
3769,111,natural
3770,72,Others
3771,139,biomedical
3772,59,undeclared
3773,133,special
3774,110,mba
3775,122,sport
3776,3,Others
3777,9,biology
3778,117,health
3779,29,management
3780,22,emphasis
3781,8,business
3782,3,Others
3783,3,Others
3784,75,administration
3785,3,Others
3786,40,pre
3787,134,technology
3788,72,Others
3789,117,health
3790,126,human
3791,144,english writing
3792,63,elementary
3793,53,nursing
3794,66,interdisciplinary
3795,139,biomedical
3796,100,development
3797,33,information technology
3798,7,engr
3799,3,Others
3800,64,law
3801,127,integrated
3802,3,Others
3803,19,film
3804,96,design
3805,68,sociology
3806,47,medicine
3807,77,science
3808,3,Others
3809,40,pre
3810,22,emphasis
3811,71,Others
3812,59,undeclared
3813,70,finance
3814,91,geography
3815,63,elementary
3816,136,biological
3817,43,physic
3818,120,medium
3819,30,disorder
3820,28,psychology
3821,63,elementary
3822,148,marketing
3823,55,medical
3824,117,health
3825,38,leadership
3826,7,engr
3827,35,journalism
3828,120,medium
3829,23,Others
3830,10,chemistry
3831,21,education
3832,78,study
3833,3,Others
3834,3,Others
3835,3,Others
3836,3,Others
3837,138,care
3838,71,Others
3839,48,political
3840,135,english
3841,28,psychology
3842,77,science
3843,127,integrated
3844,3,Others
3845,57,exercise
3846,6,fashion
3847,106,Others
3848,128,performance
3849,0,Others
3850,73,childhood
3851,114,agricultural
3852,54,electrical
3853,8,business
3854,143,architecture
3855,93,Others
3856,86,Others
3857,59,undeclared
3858,76,comm
3859,101,general
3860,3,Others
3861,121,info
3862,100,development
3863,133,special
3864,65,social work
3865,71,Others
3866,69,civil
3867,53,nursing
3868,56,master
3869,0,Others
3870,48,political
3871,61,information
3872,68,sociology
3873,65,social work
3874,3,Others
3875,43,physic
3876,35,journalism
3877,43,physic
3878,10,chemistry
3879,3,Others
3880,131,educ
3881,3,Others
3882,122,sport
3883,139,biomedical
3884,78,study
3885,70,finance
3886,136,biological
3887,3,Others
3888,65,social work
3889,50,engineering
3890,135,english
3891,0,Others
3892,40,pre
3893,3,Others
3894,69,civil
3895,121,info
3896,89,intended
3897,83,philosophy
3898,33,information technology
3899,50,engineering
3900,76,comm
3901,119,art
3902,119,art
3903,10,chemistry
3904,38,leadership
3905,103,communication
3906,48,political
3907,3,Others
3908,116,wildlife
3909,148,marketing
3910,14,economics
3911,23,Others
3912,147,admin
3913,28,psychology
3914,119,art
3915,46,international
3916,77,science
3917,44,resource
3918,40,pre
3919,77,science
3920,130,accounting
3921,147,admin
3922,65,social work
3923,148,marketing
3924,65,social work
3925,115,mathematics
3926,54,electrical
3927,51,biochemistry
3928,126,human
3929,120,medium
3930,2,environmental
3931,78,study
3932,3,Others
3933,3,Others
3934,3,Others
3935,1,social
3936,4,and
3937,3,Others
3938,3,Others
3939,30,disorder
3940,126,human
3941,20,ed
3942,37,counseling
3943,50,engineering
3944,37,counseling
3945,40,pre
3946,22,emphasis
3947,7,engr
3948,144,english writing
3949,81,mass
3950,75,administration
3951,148,marketing
3952,99,chemical
3953,9,biology
3954,3,Others
3955,1,social
3956,53,nursing
3957,104,geology
3958,12,music
3959,61,information
3960,29,management
3961,48,political
3962,71,Others
3963,55,medical
3964,47,medicine
3965,77,science
3966,57,exercise
3967,3,Others
3968,80,television
3969,3,Others
3970,50,engineering
3971,3,Others
3972,69,civil
3973,3,Others
3974,44,resource
3975,59,undeclared
3976,3,Others
3977,95,major
3978,10,chemistry
3979,36,planning
3980,35,journalism
3981,123,teaching
3982,28,psychology
3983,119,art
3984,103,communication
3985,86,Others
3986,136,biological
3987,8,business
3988,64,law
3989,114,agricultural
3990,53,nursing
3991,54,electrical
3992,16,Others
3993,87,computer
3994,101,general
3995,132,professional
3996,117,health
3997,101,general
3998,87,computer
3999,1,social
4000,69,civil
4001,100,development
4002,10,chemistry
4003,3,Others
4004,57,exercise
4005,126,human
4006,50,engineering
4007,34,art history
4008,68,sociology
4009,90,Others
4010,84,physical
4011,3,Others
4012,82,software
4013,3,Others
4014,29,management
4015,99,chemical
4016,33,information technology
4017,135,english
4018,3,Others
4019,115,mathematics
4020,59,undeclared
4021,4,and
4022,57,exercise
4023,10,chemistry
4024,134,technology
4025,147,admin
4026,103,communication
4027,3,Others
4028,145,business finance
4029,68,sociology
4030,131,educ
4031,12,music
4032,10,chemistry
4033,130,accounting
4034,114,agricultural
4035,100,development
4036,119,art
4037,55,medical
4038,3,Others
4039,2,environmental
4040,36,planning
4041,126,human
4042,59,undeclared
4043,119,art
4044,29,management
4045,3,Others
4046,72,Others
4047,87,computer
4048,50,engineering
4049,9,biology
4050,3,Others
4051,48,political
4052,29,management
4053,48,political
4054,121,info
4055,3,Others
4056,52,mechanical
4057,3,Others
4058,120,medium
4059,49,construction
4060,27,theatre
4061,27,theatre
4062,2,environmental
4063,38,leadership
4064,14,economics
4065,64,law
4066,115,mathematics
4067,118,family
4068,3,Others
4069,3,Others
4070,53,nursing
4071,73,childhood
4072,53,nursing
4073,46,international
4074,29,management
4075,3,Others
4076,122,sport
4077,29,management
4078,100,development
4079,96,design
4080,110,mba
4081,3,Others
4082,29,management
4083,119,art
4084,78,study
4085,103,communication
4086,1,social
4087,63,elementary
4088,143,architecture
4089,3,Others
4090,41,public
4091,53,nursing
4092,54,electrical
4093,62,spanish
4094,143,architecture
4095,119,art
4096,102,policy
4097,128,performance
4098,3,Others
4099,85,history
4100,1,social
4101,28,psychology
4102,90,Others
4103,71,Others
4104,101,general
4105,72,Others
4106,103,communication
4107,12,music
4108,9,biology
4109,77,science
4110,12,music
4111,112,politics
4112,77,science
4113,4,and
4114,117,health
4115,20,ed
4116,50,engineering
4117,40,pre
4118,45,anthropology
4119,119,art
4120,0,Others
4121,29,management
4122,10,chemistry
4123,47,medicine
4124,35,journalism
4125,61,information
4126,40,pre
4127,134,technology
4128,8,business
4129,117,health
4130,103,communication
4131,35,journalism
4132,105,music performance
4133,119,art
4134,77,science
4135,56,master
4136,119,art
4137,56,master
4138,55,medical
4139,109,entrepreneurship
4140,68,sociology
4141,128,performance
4142,70,finance
4143,80,television
4144,12,music
4145,20,ed
4146,88,student
4147,98,nutrition
4148,65,social work
4149,3,Others
4150,14,economics
4151,99,chemical
4152,2,environmental
4153,93,Others
4154,122,sport
4155,3,Others
4156,135,english
4157,103,communication
4158,117,health
4159,144,english writing
4160,19,film
4161,78,study
4162,111,natural
4163,72,Others
4164,3,Others
4165,53,nursing
4166,148,marketing
4167,96,design
4168,40,pre
4169,142,cert
4170,3,Others
4171,72,Others
4172,120,medium
4173,79,Others
4174,28,psychology
4175,50,engineering
4176,27,theatre
4177,12,music
4178,41,public
4179,114,agricultural
4180,46,international
4181,88,student
4182,31,cultural
4183,38,leadership
4184,69,civil
4185,125,molecular
4186,44,resource
4187,3,Others
4188,3,Others
4189,133,special
4190,38,leadership
4191,3,Others
4192,30,disorder
4193,85,history
4194,3,Others
4195,85,history
4196,3,Others
4197,79,Others
4198,115,mathematics
4199,29,management
4200,2,environmental
4201,76,comm
4202,118,family
4203,147,admin
4204,117,health
4205,120,medium
4206,77,science
4207,17,major
4208,40,pre
4209,78,study
4210,9,biology
4211,4,and
4212,3,Others
4213,10,chemistry
4214,48,political
4215,54,electrical
4216,9,biology
4217,122,sport
4218,143,architecture
4219,30,disorder
4220,14,economics
4221,3,Others
4222,28,psychology
4223,74,statistic
4224,69,civil
4225,71,Others
4226,139,biomedical
4227,102,policy
4228,71,Others
4229,30,disorder
4230,12,music
4231,128,performance
4232,3,Others
4233,122,sport
4234,66,interdisciplinary
4235,136,biological
4236,50,engineering
4237,142,cert
4238,122,sport
4239,118,family
4240,29,management
4241,132,professional
4242,33,information technology
4243,61,information
4244,23,Others
4245,96,design
4246,96,design
4247,70,finance
4248,134,technology
4249,73,childhood
4250,112,politics
4251,65,social work
4252,72,Others
4253,30,disorder
4254,87,computer
4255,103,communication
4256,49,construction
4257,117,health
4258,119,art
4259,96,design
4260,29,management
4261,103,communication
4262,0,Others
4263,7,engr
4264,100,development
4265,68,sociology
4266,68,sociology
4267,3,Others
4268,53,nursing
4269,96,design
4270,103,communication
4271,50,engineering
4272,77,science
4273,29,management
4274,22,emphasis
4275,53,nursing
4276,105,music performance
4277,113,industrial
4278,65,social work
4279,77,science
4280,17,major
4281,113,industrial
4282,96,design
4283,103,communication
4284,68,sociology
4285,65,social work
4286,148,marketing
4287,116,wildlife
4288,78,study
4289,3,Others
4290,3,Others
4291,77,science
4292,122,sport
4293,29,management
4294,103,communication
4295,3,Others
4296,94,relation
4297,48,political
4298,125,molecular
4299,122,sport
4300,5,middle
4301,120,medium
4302,85,history
4303,114,agricultural
4304,85,history
4305,91,geography
4306,3,Others
4307,126,human
4308,9,biology
4309,85,history
4310,78,study
4311,103,communication
4312,107,adm
4313,65,social work
4314,12,music
4315,116,wildlife
4316,2,environmental
4317,4,and
4318,62,spanish
4319,36,planning
4320,147,admin
4321,32,child
4322,148,marketing
4323,87,computer
4324,78,study
4325,12,music
4326,138,care
4327,62,spanish
4328,62,spanish
4329,102,policy
4330,3,Others
4331,126,human
4332,65,social work
4333,78,study
4334,35,journalism
4335,3,Others
4336,143,architecture
4337,41,public
4338,8,business
4339,93,Others
4340,76,comm
4341,77,science
4342,122,sport
4343,44,resource
4344,20,ed
4345,120,medium
4346,120,medium
4347,71,Others
4348,21,education
4349,3,Others
4350,63,elementary
4351,3,Others
4352,96,design
4353,87,computer
4354,118,family
4355,77,science
4356,3,Others
4357,119,art
4358,87,computer
4359,37,counseling
4360,32,child
4361,78,study
4362,78,study
4363,141,bus
4364,120,medium
4365,120,medium
4366,120,medium
4367,116,wildlife
4368,135,english
4369,83,philosophy
4370,103,communication
4371,119,art
4372,143,architecture
4373,117,health
4374,106,Others
4375,50,engineering
4376,9,biology
4377,3,Others
4378,7,engr
4379,51,biochemistry
4380,3,Others
4381,68,sociology
4382,63,elementary
4383,38,leadership
4384,22,emphasis
4385,52,mechanical
4386,130,accounting
4387,40,pre
4388,9,biology
4389,51,biochemistry
4390,111,natural
4391,114,agricultural
4392,14,economics
4393,6,fashion
4394,89,intended
4395,10,chemistry
4396,3,Others
4397,9,biology
4398,17,major
4399,78,study
4400,3,Others
4401,50,engineering
4402,3,Others
4403,51,biochemistry
4404,8,business
4405,28,psychology
4406,143,architecture
4407,3,Others
4408,135,english
4409,117,health
4410,71,Others
4411,112,politics
4412,78,study
4413,136,biological
4414,82,software
4415,65,social work
4416,129,educational
4417,21,education
4418,23,Others
4419,69,civil
4420,61,information
4421,8,business
4422,56,master
4423,21,education
4424,50,engineering
4425,50,engineering
4426,7,engr
4427,52,mechanical
4428,79,Others
4429,65,social work
4430,69,civil
4431,71,Others
4432,122,sport
4433,71,Others
4434,121,info
4435,138,care
4436,81,mass
4437,113,industrial
4438,50,engineering
4439,138,care
4440,3,Others
4441,147,admin
4442,57,exercise
4443,141,bus
4444,50,engineering
4445,77,science
4446,119,art
4447,125,molecular
4448,29,management
4449,28,psychology
4450,133,special
4451,78,study
4452,57,exercise
4453,3,Others
4454,123,teaching
4455,61,information
4456,66,interdisciplinary
4457,130,accounting
4458,21,education
4459,8,business
4460,102,policy
4461,77,science
4462,102,policy
4463,2,environmental
4464,57,exercise
4465,7,engr
4466,29,management
4467,126,human
4468,112,politics
4469,91,geography
4470,14,economics
4471,119,art
4472,100,development
4473,86,Others
4474,71,Others
4475,107,adm
4476,135,english
4477,3,Others
4478,66,interdisciplinary
4479,96,design
4480,78,study
4481,127,integrated
4482,96,design
4483,54,electrical
4484,29,management
4485,130,accounting
4486,137,research
4487,101,general
4488,78,study
4489,58,analysis
4490,146,biol
4491,135,english
4492,57,exercise
4493,143,architecture
4494,136,biological
4495,7,engr
4496,139,biomedical
4497,55,medical
4498,119,art
4499,74,statistic
4500,117,health
4501,3,Others
4502,98,nutrition
4503,120,medium
4504,21,education
4505,79,Others
4506,3,Others
4507,87,computer
4508,7,engr
4509,36,planning
4510,135,english
4511,7,engr
4512,65,social work
4513,50,engineering
4514,135,english
4515,3,Others
4516,65,social work
4517,59,undeclared
4518,30,disorder
4519,1,social
4520,86,Others
4521,54,electrical
4522,3,Others
4523,81,mass
4524,118,family
4525,87,computer
4526,21,education
4527,143,architecture
4528,98,nutrition
4529,77,science
4530,52,mechanical
4531,105,music performance
4532,93,Others
4533,139,biomedical
4534,19,film
4535,19,film
4536,12,music
4537,143,architecture
4538,59,undeclared
4539,135,english
4540,126,human
4541,3,Others
4542,52,mechanical
4543,75,administration
4544,76,comm
4545,27,theatre
4546,21,education
4547,66,interdisciplinary
4548,9,biology
4549,50,engineering
4550,59,undeclared
4551,14,economics
4552,147,admin
4553,64,law
4554,147,admin
4555,102,policy
4556,103,communication
4557,76,comm
4558,60,accounting business
4559,66,interdisciplinary
4560,62,spanish
4561,115,mathematics
4562,121,info
4563,2,environmental
4564,109,entrepreneurship
4565,3,Others
4566,22,emphasis
4567,0,Others
4568,3,Others
4569,54,electrical
4570,119,art
4571,119,art
4572,139,biomedical
4573,88,student
4574,86,Others
4575,74,statistic
4576,3,Others
4577,69,civil
4578,0,Others
4579,136,biological
4580,113,industrial
4581,40,pre
4582,129,educational
4583,82,software
4584,53,nursing
4585,123,teaching
4586,134,technology
4587,53,nursing
4588,85,history
4589,86,Others
4590,120,medium
4591,133,special
4592,146,biol
4593,117,health
4594,78,study
4595,69,civil
4596,110,mba
4597,126,human
4598,3,Others
4599,0,Others
4600,103,communication
4601,74,statistic
4602,64,law
4603,107,adm
4604,98,nutrition
4605,3,Others
4606,103,communication
4607,118,family
4608,12,music
4609,56,master
4610,90,Others
4611,57,exercise
4612,59,undeclared
4613,68,sociology
4614,98,nutrition
4615,3,Others
4616,126,human
4617,88,student
4618,119,art
4619,24,Others
4620,28,psychology
4621,141,bus
4622,119,art
4623,130,accounting
4624,102,policy
4625,63,elementary
4626,23,Others
4627,14,economics
4628,76,comm
4629,77,science
4630,35,journalism
4631,3,Others
4632,69,civil
4633,44,resource
4634,96,design
4635,37,counseling
4636,98,nutrition
4637,94,relation
4638,138,care
4639,132,professional
4640,3,Others
4641,82,software
4642,77,science
4643,149,ministry
4644,0,Others
4645,145,business finance
4646,3,Others
4647,140,analytics
4648,2,environmental
4649,3,Others
4650,55,medical
4651,120,medium
4652,141,bus
4653,3,Others
4654,6,fashion
4655,42,accountancy
4656,140,analytics
4657,24,Others
4658,3,Others
4659,82,software
4660,91,geography
4661,33,information technology
4662,96,design
4663,78,study
4664,131,educ
4665,7,engr
4666,131,educ
4667,94,relation
4668,7,engr
4669,8,business
4670,132,professional
4671,9,biology
4672,50,engineering
4673,110,mba
4674,117,health
4675,66,interdisciplinary
4676,76,comm
4677,57,exercise
4678,53,nursing
4679,87,computer
4680,0,Others
4681,78,study
4682,40,pre
4683,1,social
4684,19,film
4685,103,communication
4686,0,Others
4687,121,info
4688,73,childhood
4689,29,management
4690,94,relation
4691,43,physic
4692,50,engineering
4693,59,undeclared
4694,50,engineering
4695,20,ed
4696,58,analysis
4697,117,health
4698,3,Others
4699,109,entrepreneurship
4700,7,engr
4701,78,study
4702,30,disorder
4703,100,development
4704,69,civil
4705,80,television
4706,3,Others
4707,88,student
4708,77,science
4709,89,intended
4710,81,mass
4711,30,disorder
4712,48,political
4713,53,nursing
4714,35,journalism
4715,57,exercise
4716,89,intended
4717,25,learning
4718,110,mba
4719,0,Others
4720,108,innovation
4721,129,educational
4722,72,Others
4723,3,Others
4724,120,medium
4725,89,intended
4726,148,marketing
4727,77,science
4728,54,electrical
4729,3,Others
4730,8,business
4731,88,student
4732,125,molecular
4733,29,management
4734,26,graphic
4735,139,biomedical
4736,99,chemical
4737,3,Others
4738,122,sport
4739,3,Others
4740,110,mba
4741,127,integrated
4742,30,disorder
4743,61,information
4744,52,mechanical
4745,89,intended
4746,118,family
4747,48,political
4748,110,mba
4749,63,elementary
4750,50,engineering
4751,87,computer
4752,68,sociology
4753,7,engr
4754,69,civil
4755,39,supply
4756,66,interdisciplinary
4757,111,natural
4758,71,Others
4759,3,Others
4760,38,leadership
4761,58,analysis
4762,110,mba
4763,66,interdisciplinary
4764,46,international
4765,118,family
4766,89,intended
4767,131,educ
4768,74,statistic
4769,54,electrical
4770,75,administration
4771,131,educ
4772,3,Others
4773,113,industrial
4774,64,law
4775,64,law
4776,3,Others
4777,0,Others
4778,75,administration
4779,88,student
4780,89,intended
4781,3,Others
4782,72,Others
4783,119,art
4784,129,educational
4785,73,childhood
4786,140,analytics
4787,9,biology
4788,3,Others
4789,111,natural
4790,101,general
4791,89,intended
4792,89,intended
4793,38,leadership
4794,112,politics
4795,17,major
4796,78,study
4797,119,art
4798,62,spanish
4799,143,architecture
4800,148,marketing
4801,3,Others
4802,50,engineering
4803,55,medical
4804,77,science
4805,137,research
4806,122,sport
4807,32,child
4808,5,middle
4809,65,social work
4810,134,technology
4811,4,and
4812,113,industrial
4813,40,pre
4814,93,Others
4815,28,psychology
4816,46,international
4817,56,master
4818,123,teaching
4819,3,Others
4820,23,Others
4821,71,Others
4822,135,english
4823,53,nursing
4824,24,Others
4825,14,economics
4826,119,art
4827,0,Others
4828,67,writing
4829,3,Others
4830,93,Others
4831,121,info
4832,3,Others
4833,135,english
4834,3,Others
4835,97,sustainability
4836,116,wildlife
4837,140,analytics
4838,23,Others
4839,56,master
4840,77,science
4841,37,counseling
4842,35,journalism
4843,101,general
4844,117,health
4845,2,environmental
4846,117,health
4847,87,computer
4848,33,information technology
4849,73,childhood
4850,103,communication
4851,87,computer
4852,49,construction
4853,73,childhood
4854,111,natural
4855,3,Others
4856,75,administration
4857,3,Others
4858,10,chemistry
4859,39,supply
4860,17,major
4861,63,elementary
4862,3,Others
4863,65,social work
4864,102,policy
4865,89,intended
4866,44,resource
4867,115,mathematics
4868,64,law
4869,3,Others
4870,89,intended
4871,89,intended
4872,52,mechanical
4873,72,Others
4874,7,engr
4875,21,education
4876,8,business
4877,128,performance
4878,120,medium
4879,32,child
4880,136,biological
4881,149,ministry
4882,113,industrial
4883,103,communication
4884,9,biology
4885,105,music performance
4886,9,biology
4887,138,care
4888,89,intended
4889,12,music
4890,113,industrial
4891,101,general
4892,21,education
4893,19,film
4894,19,film
4895,2,environmental
4896,23,Others
4897,100,development
4898,120,medium
4899,117,health
4900,59,undeclared
4901,12,music
4902,80,television
4903,3,Others
4904,122,sport
4905,147,admin
4906,85,history
4907,73,childhood
4908,136,biological
4909,48,political
4910,3,Others
4911,4,and
4912,3,Others
4913,20,ed
4914,130,accounting
4915,52,mechanical
4916,38,leadership
4917,78,study
4918,102,policy
4919,42,accountancy
4920,149,ministry
4921,50,engineering
